                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     35,                0.65678,                0.67002,                0.98719,                0.77083,                0.58876,                0.62147,                0.39591,                 1.3305,                 1.2138,                 1.4774,             0.00062733,             0.00062733,             0.00062733
                     36,                0.65205,                0.64084,                0.98476,                0.66469,                0.67609,                0.67907,                0.39864,                 1.4304,                 1.1689,                 1.5602,             0.00060375,             0.00060375,             0.00060375
                     37,                0.64868,                0.66899,                0.98929,                0.71353,                0.61107,                0.65817,                0.39326,                 1.4769,                 1.1009,                  1.596,             0.00058017,             0.00058017,             0.00058017
                     38,                0.64758,                0.63727,                 0.9851,                0.67203,                0.71955,                0.71484,                0.42024,                 1.3808,                 1.0471,                 1.4815,              0.0005566,              0.0005566,              0.0005566
                     39,                0.63056,                0.64166,                0.97459,                0.74311,                0.69397,                0.70847,                0.39741,                 1.4421,                 1.0868,                 1.5452,             0.00053302,             0.00053302,             0.00053302
                     40,                0.61138,                0.62277,                 0.9685,                0.69354,                0.64921,                0.67168,                0.41531,                  1.462,                 1.0452,                 1.5845,             0.00050944,             0.00050944,             0.00050944
                     41,                0.61252,                0.59799,                0.97021,                0.83996,                0.59316,                 0.6733,                0.41768,                 1.4018,                 1.1108,                 1.5303,             0.00048586,             0.00048586,             0.00048586
                     42,                0.59589,                0.60901,                 0.9601,                0.73007,                0.62939,                0.64542,                0.39887,                 1.4336,                 1.1376,                 1.5372,             0.00046228,             0.00046228,             0.00046228
                     43,                0.59433,                 0.6158,                0.96851,                0.75537,                 0.6588,                0.66914,                0.41037,                 1.5015,                 1.0031,                 1.6381,              0.0004387,              0.0004387,              0.0004387
                     44,                 0.5705,                0.59471,                0.94587,                0.69428,                0.68131,                0.65468,                0.39151,                 1.5579,                 1.1086,                 1.6601,             0.00041512,             0.00041512,             0.00041512
                     45,                 0.5717,                0.59109,                   0.95,                0.72878,                 0.6249,                0.64511,                0.40422,                 1.5117,                 1.1027,                  1.657,             0.00039155,             0.00039155,             0.00039155
                     46,                0.55701,                0.57635,                0.94569,                0.67447,                0.66024,                0.66501,                0.39587,                 1.4248,                 1.1443,                 1.5579,             0.00036797,             0.00036797,             0.00036797
                     47,                0.56094,                0.59026,                0.94803,                0.77697,                0.64811,                0.65981,                0.40587,                 1.4271,                 1.0852,                 1.5888,             0.00034439,             0.00034439,             0.00034439
                     48,                0.56127,                0.58465,                0.94857,                  0.702,                0.68419,                0.65709,                0.39613,                 1.4532,                 1.1943,                 1.5927,             0.00032081,             0.00032081,             0.00032081
                     49,                0.55114,                0.59219,                0.94791,                0.72234,                0.70305,                0.67545,                0.41024,                 1.3862,                 1.0954,                  1.525,             0.00029723,             0.00029723,             0.00029723
                     50,                0.54254,                 0.5526,                0.94015,                0.67644,                 0.6628,                0.66211,                 0.4022,                 1.4368,                 1.1895,                 1.5761,             0.00027365,             0.00027365,             0.00027365
                     51,                0.43968,                0.49022,                0.89424,                0.77486,                0.63124,                0.66806,                0.41604,                 1.4204,                 1.1583,                  1.579,             0.00025007,             0.00025007,             0.00025007
                     52,                0.41217,                0.44136,                0.87743,                0.73632,                0.66862,                0.66756,                 0.4112,                 1.4457,                 1.0727,                 1.6242,              0.0002265,              0.0002265,              0.0002265
                     53,                0.38838,                0.43169,                0.86086,                0.70567,                0.65056,                0.67456,                0.40407,                 1.4748,                 1.1559,                 1.6538,             0.00020292,             0.00020292,             0.00020292
                     54,                0.38424,                0.44456,                0.86755,                0.72827,                0.65722,                0.67634,                0.42086,                 1.4087,                 1.0559,                 1.5956,             0.00017934,             0.00017934,             0.00017934
                     55,                 0.3728,                0.41956,                0.86485,                0.73836,                0.65104,                0.68923,                0.42201,                 1.4466,                  1.115,                 1.6107,             0.00015576,             0.00015576,             0.00015576
                     56,                0.35882,                0.42657,                0.85366,                0.78724,                 0.6361,                0.70002,                  0.429,                  1.432,                 1.0817,                 1.6349,             0.00013218,             0.00013218,             0.00013218
                     57,                0.35362,                0.42623,                0.84965,                0.70473,                0.66362,                0.68293,                0.42468,                  1.428,                 1.1095,                 1.6206,              0.0001086,              0.0001086,              0.0001086
                     58,                0.34875,                0.40449,                0.85808,                0.69396,                0.67048,                0.68603,                0.43413,                   1.43,                 1.1032,                 1.5997,             8.5026e-05,             8.5026e-05,             8.5026e-05
                     59,                0.34254,                 0.4123,                0.85196,                0.73102,                0.66981,                0.69567,                0.44465,                 1.4279,                 1.1048,                 1.6138,             6.1447e-05,             6.1447e-05,             6.1447e-05
                     60,                0.32904,                0.38953,                0.84663,                0.69392,                0.67536,                0.69266,                0.44235,                 1.4376,                  1.112,                 1.6166,             3.7869e-05,             3.7869e-05,             3.7869e-05
