                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     12,                0.14614,                0.81671,                0.93361,                0.72916,                0.73509,                0.79523,                0.70396,                0.36692,                0.84238,                0.31577,             0.00090969,             0.00090969,             0.00090969
                     13,                0.14559,                0.80703,                0.93197,                  0.761,                0.75847,                0.82204,                0.78068,                0.29161,                0.75992,                 0.2933,             0.00087875,             0.00087875,             0.00087875
                     14,                0.14012,                0.78604,                0.93219,                0.73202,                0.82466,                0.84223,                0.77849,                0.29823,                0.77078,                0.28288,             0.00084781,             0.00084781,             0.00084781
                     15,                0.13562,                0.76366,                0.92803,                0.65336,                 0.7442,                0.77564,                0.72103,                0.31349,                0.95495,                0.28911,             0.00081688,             0.00081688,             0.00081688
                     16,                0.13559,                0.75331,                0.92581,                0.76718,                0.71167,                0.83652,                0.76432,                0.33951,                0.91852,                0.30572,             0.00078594,             0.00078594,             0.00078594
                     17,                0.12983,                0.74099,                0.92662,                0.77776,                0.74762,                0.84133,                0.77202,                0.30608,                0.74183,                0.29664,               0.000755,               0.000755,               0.000755
                     18,                0.12734,                 0.7299,                0.92558,                0.73039,                0.74911,                0.84159,                0.78027,                0.33199,                0.77496,                  0.309,             0.00072406,             0.00072406,             0.00072406
                     19,                0.12906,                0.71656,                0.92779,                0.77261,                0.83532,                0.87442,                0.81893,                0.30623,                0.72166,                0.27968,             0.00069313,             0.00069313,             0.00069313
                     20,                0.12576,                0.69306,                0.92857,                0.77963,                 0.8426,                0.89411,                0.83994,                0.27005,                0.69388,                0.26468,             0.00066219,             0.00066219,             0.00066219
                     21,                0.12031,                0.67985,                0.92262,                0.68048,                0.84801,                0.86648,                0.78617,                0.31647,                 0.9108,                0.30749,             0.00063125,             0.00063125,             0.00063125
                     22,                0.12044,                0.66889,                0.92728,                0.74715,                0.74351,                0.83531,                0.77735,                0.30361,                0.80881,                0.29783,             0.00060031,             0.00060031,             0.00060031
                     23,                0.11965,                0.67289,                0.92586,                0.74083,                0.80036,                0.84669,                0.78993,                0.30153,                0.85953,                0.28556,             0.00056938,             0.00056938,             0.00056938
                     24,                0.11728,                0.65164,                 0.9189,                0.71878,                0.75805,                0.81025,                0.74714,                0.30546,                0.82635,                0.28394,             0.00053844,             0.00053844,             0.00053844
                     25,                0.11593,                0.62815,                0.92716,                0.74487,                0.78587,                0.86438,                0.80513,                0.33232,                0.84562,                0.30073,              0.0005075,              0.0005075,              0.0005075
                     26,                0.11146,                0.62452,                0.92027,                0.76224,                0.84104,                 0.9114,                0.85104,                0.30271,                0.85313,                0.28536,             0.00047656,             0.00047656,             0.00047656
                     27,                0.11143,                0.61014,                0.92263,                0.87182,                0.76496,                0.89192,                0.82928,                0.28353,                0.64508,                0.26173,             0.00044563,             0.00044563,             0.00044563
                     28,                0.10644,                0.58751,                0.91653,                0.73734,                0.88121,                 0.8854,                0.82366,                0.28631,                0.63551,                0.27122,             0.00041469,             0.00041469,             0.00041469
                     29,                0.10732,                0.59162,                0.92116,                0.83908,                0.83782,                0.90012,                 0.8498,                0.25946,                0.58808,                0.26119,             0.00038375,             0.00038375,             0.00038375
                     30,                0.10826,                0.58816,                0.91911,                0.78947,                0.89897,                0.90199,                0.83301,                0.28032,                0.54861,                0.26188,             0.00035281,             0.00035281,             0.00035281
                     31,                0.12412,                0.59659,                0.95366,                0.86318,                0.80964,                0.91165,                0.85007,                0.29643,                0.62194,                0.28276,             0.00032188,             0.00032188,             0.00032188
                     32,                0.11334,                0.50393,                0.94905,                0.75341,                0.86039,                0.88372,                0.83427,                0.31941,                0.72386,                0.30863,             0.00029094,             0.00029094,             0.00029094
                     33,                0.10658,                 0.4791,                0.94377,                0.77161,                0.90014,                0.90094,                0.83857,                0.30333,                 0.6915,                0.29188,                0.00026,                0.00026,                0.00026
